2025-11-19 17:05:00.770 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-19 17:06:26.590 | INFO     | xadmin.logru_config:emit:23 | "GET - get_test_type_options /tp/api/test-type/options" 0.375324010848999
2025-11-19 17:06:30.064 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-19 17:06:30.406 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-19 17:06:30.624 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan_list /tpgen/saved-plans/list" 0.5604102611541748
2025-11-19 17:06:30.630 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-19 17:06:31.706 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-19 17:06:33.067 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan_list /tpgen/saved-plans/list" 2.4368603229522705
2025-11-19 17:06:36.504 | INFO     | xadmin.logru_config:emit:23 | "GET - get_product_names /tp/api/sut-device/product-names" 0.20586752891540527
2025-11-19 17:06:36.519 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_types /tp/api/test-type/list" 0.21710443496704102
2025-11-19 17:06:36.520 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.21907472610473633
2025-11-19 17:09:01.825 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:09:04.500 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:09:06.694 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:09:09.869 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:09:19.111 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:09:21.557 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:09:30.775 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:04.277 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:11.671 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:15.425 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:22.742 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:24.940 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:31.214 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:36.466 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:39.050 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:41.851 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:43.987 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:46.163 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:50.210 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:10:53.692 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:11:40.496 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:11:42.791 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:11:45.006 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:11:54.347 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:11:56.614 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:13:26.273 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:14:24.501 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-19 17:14:25.404 | INFO     | xadmin.logru_config:emit:23 | "GET - get_dict_option /system/common/dict/option" 0.9089367389678955
2025-11-19 17:14:25.815 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-19 17:14:26.135 | INFO     | xadmin.logru_config:emit:23 | "GET - get_user_info /system/auth/user/info" 1.6346850395202637
2025-11-19 17:14:26.145 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-19 17:14:26.312 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-19 17:14:26.376 | INFO     | xadmin.logru_config:emit:23 | "GET - get_user_route /system/auth/route" 0.23056316375732422
2025-11-19 17:14:28.095 | INFO     | xadmin.logru_config:emit:23 | "GET - get_product_names /tp/api/sut-device/product-names" 0.15817666053771973
2025-11-19 17:14:28.138 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.19790244102478027
2025-11-19 17:14:28.139 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_types /tp/api/test-type/list" 0.19521784782409668
2025-11-19 17:14:31.349 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 0.16721725463867188
2025-11-19 17:14:31.370 | INFO     | xadmin.logru_config:emit:23 | "GET - get_asic_names /tp/api/sut-device/asic-names" 0.19086647033691406
2025-11-19 17:14:32.880 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 0.4875824451446533
2025-11-19 17:14:36.041 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 2.412484884262085
2025-11-19 17:14:37.880 | INFO     | xadmin.logru_config:emit:23 | "GET - get_test_type_options /tp/api/test-type/options" 1.8244950771331787
2025-11-19 17:15:23.509 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:15:30.537 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:15:41.595 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:16:36.467 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:16:40.537 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:16:42.628 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:16:44.769 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:16:46.876 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:16:48.878 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:16:53.967 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:17:00.974 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:17:03.107 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:17:05.197 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/config.py changed, reloading.
2025-11-19 17:19:40.286 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 0.4235374927520752
2025-11-19 17:19:40.287 | INFO     | xadmin.logru_config:emit:23 | "GET - get_asic_names /tp/api/sut-device/asic-names" 0.4223899841308594
2025-11-19 17:19:42.245 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.17405223846435547
2025-11-19 17:19:45.159 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 0.47034788131713867
2025-11-19 17:19:45.160 | INFO     | xadmin.logru_config:emit:23 | "GET - get_asic_names /tp/api/sut-device/asic-names" 0.47268128395080566
2025-11-19 17:32:29.820 | INFO     | xadmin.logru_config:emit:23 | "GET - get_asic_names /tp/api/sut-device/asic-names" 2.4286303520202637
2025-11-19 17:32:29.822 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 2.4260308742523193
2025-11-19 17:32:31.245 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.5371758937835693
2025-11-19 17:32:31.494 | INFO     | xadmin.logru_config:emit:23 | "GET - get_test_type_options /tp/api/test-type/options" 0.23484396934509277
2025-11-19 17:32:50.703 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-19 17:32:51.184 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-19 17:32:51.374 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan_list /tpgen/saved-plans/list" 0.6713533401489258
2025-11-19 17:32:51.380 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-19 17:32:51.530 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-19 17:32:51.682 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan_list /tpgen/saved-plans/list" 0.30184173583984375
2025-11-19 17:32:55.280 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_types /tp/api/test-type/list" 0.679591178894043
2025-11-19 17:32:55.282 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.681948184967041
2025-11-19 17:32:55.282 | INFO     | xadmin.logru_config:emit:23 | "GET - get_product_names /tp/api/sut-device/product-names" 0.6844415664672852
2025-11-20 09:21:14.056 | INFO     | xauth.api_auth:login:59 | 登录成功 - 用户: admin, Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:21:14.057 | INFO     | xadmin.logru_config:emit:23 | "POST - login /system/auth/login" 0.5677683353424072
2025-11-20 09:21:14.069 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:21:14.375 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:21:14.541 | INFO     | xadmin.logru_config:emit:23 | "GET - get_user_info /system/auth/user/info" 0.47187042236328125
2025-11-20 09:21:14.550 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:21:14.997 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:21:15.017 | INFO     | xadmin.logru_config:emit:23 | "GET - get_user_route /system/auth/route" 0.46731066703796387
2025-11-20 09:21:21.164 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 1.1340649127960205
2025-11-20 09:21:21.165 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_types /tp/api/test-type/list" 1.1313838958740234
2025-11-20 09:21:21.166 | INFO     | xadmin.logru_config:emit:23 | "GET - get_product_names /tp/api/sut-device/product-names" 1.1395902633666992
2025-11-20 09:21:24.224 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 0.12023782730102539
2025-11-20 09:21:24.231 | INFO     | xadmin.logru_config:emit:23 | "GET - get_asic_names /tp/api/sut-device/asic-names" 0.12554597854614258
2025-11-20 09:21:25.984 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 0.10941338539123535
2025-11-20 09:21:26.674 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.11280393600463867
2025-11-20 09:21:26.804 | INFO     | xadmin.logru_config:emit:23 | "GET - get_test_type_options /tp/api/test-type/options" 0.11116933822631836
2025-11-20 09:21:43.734 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:21:44.381 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:21:44.503 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan_list /tpgen/saved-plans/list" 0.769453763961792
2025-11-20 09:21:44.509 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:21:44.733 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:21:44.846 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan_list /tpgen/saved-plans/list" 0.337862491607666
2025-11-20 09:21:53.799 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:21:53.910 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:21:53.928 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan /tpgen/saved-plans/14" 0.12918305397033691
2025-11-20 09:22:03.457 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:22:03.629 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:22:03.717 | INFO     | xadmin.logru_config:emit:23 | "POST - use_saved_plan /tpgen/saved-plans/13/use" 0.2600119113922119
2025-11-20 09:22:03.725 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:22:03.934 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:22:04.099 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan /tpgen/saved-plans/13" 0.37482190132141113
2025-11-20 09:22:08.486 | INFO     | xadmin.logru_config:emit:23 | "GET - get_product_names /tp/api/sut-device/product-names" 0.1243743896484375
2025-11-20 09:22:08.487 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.12072610855102539
2025-11-20 09:22:08.492 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_types /tp/api/test-type/list" 0.12272906303405762
2025-11-20 09:22:11.953 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:22:12.075 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:22:12.148 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan_list /tpgen/saved-plans/list" 0.19467616081237793
2025-11-20 09:22:12.152 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:22:12.272 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:22:12.345 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan_list /tpgen/saved-plans/list" 0.19305109977722168
2025-11-20 09:22:15.456 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:22:15.581 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:22:15.615 | INFO     | xadmin.logru_config:emit:23 | "POST - use_saved_plan /tpgen/saved-plans/14/use" 0.1592702865600586
2025-11-20 09:22:15.623 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:22:15.746 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:22:15.763 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan /tpgen/saved-plans/14" 0.14027166366577148
2025-11-20 09:22:18.028 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:22:18.454 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:22:18.473 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan /tpgen/saved-plans/13" 0.4446403980255127
2025-11-20 09:22:24.160 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_types /tp/api/test-type/list" 0.12167096138000488
2025-11-20 09:22:24.161 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.12451291084289551
2025-11-20 09:22:24.162 | INFO     | xadmin.logru_config:emit:23 | "GET - get_product_names /tp/api/sut-device/product-names" 0.13238811492919922
2025-11-20 09:22:42.912 | INFO     | xadmin.logru_config:emit:23 | "GET - get_asic_names /tp/api/sut-device/asic-names" 0.10671210289001465
2025-11-20 09:22:42.915 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 0.10857486724853516
2025-11-20 09:22:45.907 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 0.10968947410583496
2025-11-20 09:22:54.493 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.21719074249267578
2025-11-20 09:22:54.832 | INFO     | xadmin.logru_config:emit:23 | "GET - get_test_type_options /tp/api/test-type/options" 0.32743000984191895
2025-11-20 09:24:54.807 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:24:54.925 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:24:54.999 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan_list /tpgen/saved-plans/list" 0.1916975975036621
2025-11-20 09:24:55.006 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:24:55.126 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:24:55.200 | INFO     | xadmin.logru_config:emit:23 | "GET - get_saved_plan_list /tpgen/saved-plans/list" 0.1941070556640625
2025-11-20 09:24:55.635 | INFO     | xadmin.logru_config:emit:23 | "GET - get_product_names /tp/api/sut-device/product-names" 0.13975024223327637
2025-11-20 09:24:55.636 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_types /tp/api/test-type/list" 0.13655996322631836
2025-11-20 09:24:55.637 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.14306259155273438
2025-11-20 09:26:18.157 | INFO     | xadmin.logru_config:emit:23 | "GET - get_product_names /tp/api/sut-device/product-names" 0.1040496826171875
2025-11-20 09:26:18.159 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.10363912582397461
